MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
8146203,170292181,01/29/2017,01/29/2017,20:50:00,01/29/2017,22:30:00,105,,,956 MAYSON TURNER RD NW,0710,2404,,1,Eve,Sun,,AUTO THEFT,Washington Park,K,-84.418419999999998,33.758969999999998
8146204,170292196,01/29/2017,01/29/2017,21:48:00,01/29/2017,22:00:00,607,,,1341 MORELAND AVE SE,0640,2305,,1,Eve,Sun,,LARCENY-FROM VEHICLE,Woodland Hills,W,-84.349940000000004,33.718000000000004
8146205,170292231,01/29/2017,01/29/2017,22:10:00,01/29/2017,22:10:00,304,,,1192 PRYOR ST,0710,2404,,1,Eve,Sun,23,AUTO THEFT,Peoplestown,V,-84.392799999999994,33.72287
8146206,170292232,01/29/2017,01/29/2017,22:00:00,01/29/2017,22:15:00,509,,,477 PEACHTREE ST NE,0410,1314,,1,Eve,Sun,,AGG ASSAULT,Downtown,M,-84.385239999999996,33.76764
8146207,170292242,01/29/2017,01/29/2017,22:10:00,01/29/2017,22:15:00,602,,,909 PONCE DE LEON AVE NE,0640,2305,,3,Eve,Sun,18,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.357669999999999,33.773470000000003
8146208,170292257,01/29/2017,01/29/2017,22:30:00,01/30/2017,22:30:00,209,,,3457 ROSWELL RD NE,0640,2305,,1,Unk,Mon,1,LARCENY-FROM VEHICLE,East Chastain Park,B,-84.381990000000002,33.857320000000001
8146209,170292325,01/29/2017,01/29/2017,23:28:00,01/29/2017,23:28:00,201,P,3,2453 CORONET WAY NW,0311,1204,,1,Morn,Sun,26,ROBBERY-PEDESTRIAN,,C,-84.449579999999997,33.820900000000002
8146210,170292345,01/29/2017,01/29/2017,23:30:00,01/29/2017,23:38:00,102,,1416,870 MAYSON TURNER RD NW,0511,2202,,1,Morn,Sun,20,BURGLARY-RESIDENCE,Vine City,L,-84.416290000000004,33.756
8146211,170292365,01/29/2017,01/29/2017,21:00:00,01/29/2017,23:40:00,501,,,1058 HOWELL MILL RD NW,0640,2305,,1,Eve,Sun,13,LARCENY-FROM VEHICLE,Home Park,E,-84.411900000000003,33.783450000000002
8146212,170292372,01/29/2017,01/29/2017,23:40:00,01/29/2017,23:49:00,105,,,1350 JOSEPH E BOONE BLVD NW,0341,1206,20,1,Morn,Sun,23,ROBBERY-PEDESTRIAN,Hunter Hills,K,-84.432060000000007,33.763330000000003
8146213,170292375,01/29/2017,01/29/2017,23:30:00,01/29/2017,23:40:00,504,,,768 MARIETTA ST NW,0640,2305,,1,Morn,Sun,18,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.404030000000006,33.773310000000002
8146214,170298060,01/29/2017,01/29/2017,19:30:00,01/29/2017,20:10:00,703,,,GATE B28 @9700 SPINE RD,0670,2308,,1,Eve,Sun,1,LARCENY-NON VEHICLE,,,-84.436520000000002,33.642009999999999
8146134,170282757,01/29/2017,01/28/2017,22:15:00,01/28/2017,22:25:00,212,,,496 PLASTERS AVE NE,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.368520000000004,33.810339999999997
8146135,170282760,01/28/2017,01/28/2017,22:20:00,01/28/2017,22:30:00,501,,,1245 FOWLER ST NW,0311,1204,,2,Eve,Sat,18,ROBBERY-PEDESTRIAN,Home Park,E,-84.393129999999999,33.788910000000001
8146136,170282761,01/28/2017,01/28/2017,22:30:00,01/28/2017,22:30:00,301,,,1163 METROPOLITAN PKWY SW,0640,2305,,1,Eve,Sat,,LARCENY-FROM VEHICLE,Adair Park,V,-84.408159999999995,33.723170000000003
8146137,170282788,01/28/2017,01/28/2017,18:45:00,01/28/2017,23:00:00,207,APT,4104,1000 PEACHTREE PARK DR NE,0511,2202,,1,Eve,Sat,26,BURGLARY-RESIDENCE,,E,-84.389430000000004,33.81353
8146138,170282837,01/28/2017,01/28/2017,20:30:00,01/28/2017,23:20:00,502,,6007,1660 PEACHTREE ST NW,0511,2202,,1,Eve,Sat,26,BURGLARY-RESIDENCE,Midtown,E,-84.391639999999995,33.798740000000002
8146139,170282896,01/28/2017,01/28/2017,19:00:00,01/28/2017,22:00:00,212,,,415 ARMOUR DR NE,0670,2308,,1,Eve,Sat,26,LARCENY-NON VEHICLE,,F,-84.374120000000005,33.812669999999997
8146092,170281023,01/28/2017,01/26/2017,18:00:00,01/28/2017,09:30:00,612,,,1416 GLENWOOD AVE SE,0512,2203,,1,Unk,Unk,20,BURGLARY-NONRES,East Atlanta,W,-84.341160000000002,33.740319999999997
8146093,170281057,01/28/2017,01/04/2017,00:00:00,01/28/2017,08:00:00,501,,,1123 MCMILLAN ST NW,0660,2317,,1,Unk,Unk,26,LARCENY-NON VEHICLE,Home Park,E,-84.403999999999996,33.785380000000004
8146094,170281110,01/28/2017,01/28/2017,10:30:00,01/28/2017,10:40:00,307,,,1963 CONRAD AVE. SE,0430,1315,20,1,Day,Sat,20,AGG ASSAULT,Lakewood Heights,Y,-84.381780000000006,33.700580000000002
8146095,170281126,01/28/2017,01/28/2017,10:15:00,01/28/2017,10:50:00,211,,,2452 MOROSGO WAY NE,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,B,-84.365589999999997,33.822949999999999
8146066,170280019,01/28/2017,01/28/2017,00:01:00,01/28/2017,00:08:00,601,,,730 BONAVENTURE AVE NE,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.361069999999998,33.774410000000003
8146067,170280080,01/28/2017,01/27/2017,20:30:00,01/28/2017,07:41:00,508,,,207 PEACHTREE CENTER RD,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.378640000000004,33.839469999999999
8146068,170280089,01/28/2017,01/27/2017,18:00:00,01/28/2017,00:30:00,607,,,1514 PARK RD SE,0521,2204,,3,Eve,Fri,20,BURGLARY-RESIDENCE,Benteen Park,W,-84.362840000000006,33.7134
8146069,170280164,01/28/2017,01/27/2017,17:00:00,01/28/2017,00:15:00,501,,,11TH ST NW / BRADY AVE NW,0640,2305,,1,Eve,Fri,13,LARCENY-FROM VEHICLE,Home Park,E,-84.413579999999996,33.782350000000001
8146097,170281215,01/28/2017,01/27/2017,21:45:00,01/28/2017,10:45:00,604,,4,14 HILLIARD ST NE,0710,2404,,1,Morn,Sat,13,AUTO THEFT,Sweet Auburn,M,-84.3767,33.75479
8146098,170281260,01/28/2017,01/27/2017,23:30:00,01/28/2017,08:00:00,608,,,2127 PALIFOX DR NE,0640,2305,,2,Morn,Sat,13,LARCENY-FROM VEHICLE,Lake Claire,N,-84.318439999999995,33.764539999999997
8146099,170281267,01/28/2017,12/28/2016,17:00:00,01/28/2017,11:48:00,110,,,1044 GUN CLUB RD NW,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Almond Park,G,-84.457229999999996,33.783569999999997
8146100,170281345,01/28/2017,01/28/2017,11:00:00,01/28/2017,12:00:00,404,,,1604 OLYMPIAN CIR SW,0640,2305,,1,Day,Sat,20,LARCENY-FROM VEHICLE,Westview,T,-84.440659999999994,33.735149999999997
8146101,170281362,01/28/2017,01/27/2017,23:00:00,01/28/2017,08:00:00,301,,,1629 ATHENS AVE SW,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,Capitol View,X,-84.409239999999997,33.7102
8146102,170281364,01/28/2017,01/28/2017,03:07:00,01/28/2017,03:07:00,210,,,3513 ROCKHAVEN CIR NE,0710,2404,,1,Morn,Sat,18,AUTO THEFT,Pine Hills,B,-84.352010000000007,33.847140000000003
8146103,170281373,01/28/2017,01/27/2017,14:30:00,01/28/2017,12:15:00,409,14,112,2900 LANDRUM DR SW,0710,2404,,1,Unk,Sat,26,AUTO THEFT,Southwest,R,-84.483720000000005,33.706229999999998
8146104,170281398,01/28/2017,01/27/2017,21:30:00,01/28/2017,12:00:00,313,,,25 SOUTHSIDE INDUSTRIAL PKWY SE,0710,2404,,1,Morn,Sat,18,AUTO THEFT,Blair Villa/Poole Creek,Z,-84.388499999999993,33.649920000000002
8146105,170281410,01/28/2017,01/28/2017,13:04:00,01/28/2017,13:04:00,305,,3106,156 MOURY AVE SW,0640,2305,,1,Day,Sat,20,LARCENY-FROM VEHICLE,The Villages at Carver,Y,-84.388509999999997,33.712649999999996
8146106,170281444,01/28/2017,01/28/2017,09:36:00,01/28/2017,13:20:00,505,,,639 W PEACHTREE ST NE,0640,2305,,1,Day,Sat,13,LARCENY-FROM VEHICLE,Midtown,E,-84.387259999999998,33.771949999999997
8146107,170281450,01/28/2017,01/28/2017,13:25:00,01/28/2017,13:25:00,402,,,1066 WHITE OAK AVE SW,0430,1315,10,1,Day,Sat,20,AGG ASSAULT,Oakland City,S,-84.422839999999994,33.725180000000002
8146108,170281483,01/28/2017,01/28/2017,13:00:00,01/28/2017,13:47:00,403,,,1411 VENETIAN DR SW,0410,1314,,2,Day,Sat,24,AGG ASSAULT,Venetian Hills,S,-84.434430000000006,33.714930000000003
8146109,170281484,01/28/2017,01/26/2017,08:00:00,01/28/2017,13:00:00,309,,315,2285 METROPOLITAN PKWY SW,0710,2404,,1,Unk,Unk,18,AUTO THEFT,Perkerson,X,-84.408259999999999,33.692309999999999
8146110,170281496,01/28/2017,01/27/2017,21:00:00,01/28/2017,14:00:00,505,,,682 W PEACHTREE ST,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Midtown,E,-84.387450000000001,33.77308
8146111,170281507,01/28/2017,01/28/2017,07:00:00,01/28/2017,11:45:00,114,,,489 FAIRLOCK LN NW,0511,2202,,1,Day,Sat,20,BURGLARY-RESIDENCE,Fairburn Heights,H,-84.507530000000003,33.768520000000002
8146112,170281510,01/28/2017,01/28/2017,08:30:00,01/28/2017,14:00:00,605,,,248 OAKLAND AVE SE @OAKLAND CEMETARY,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Grant Park,W,-84.374979999999994,33.747799999999998
8146113,170281532,01/28/2017,01/28/2017,13:20:00,01/28/2017,14:30:00,207,,,1587 HOWELL MILL RD NW,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.415750000000003,33.798349999999999
8146114,170281561,01/28/2017,01/25/2017,00:00:00,01/28/2017,12:00:00,313,,236,2980 JONESBORO RD SE,0730,2434,,1,Unk,Unk,26,AUTO THEFT,South River Gardens,Z,-84.371440000000007,33.673389999999998
8146115,170281584,01/28/2017,01/28/2017,14:30:00,01/28/2017,15:00:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0630,2303,,1,Day,Sat,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
8146116,170281675,01/28/2017,01/28/2017,15:00:00,01/28/2017,15:40:00,402,,,1101 WHITE OAK AVE SW,0410,1314,20,1,Eve,Sat,13,AGG ASSAULT,Oakland City,S,-84.423730000000006,33.725619999999999
8146117,170281682,01/28/2017,01/28/2017,15:42:00,01/28/2017,15:42:00,113,,,3181 DONALD LEE HOLLOWELL PKWY NW @PETRO TRUCK STOP,0640,2305,,1,Eve,Sat,,LARCENY-FROM VEHICLE,Brookview Heights,G,-84.491129999999998,33.786189999999998
8146118,170281702,01/28/2017,01/28/2017,15:30:00,01/28/2017,15:50:00,102,,,305 JOSEPH E LOWERY BLVD NW,0630,2303,,1,Eve,Sat,5,LARCENY-NON VEHICLE,Vine City,L,-84.417360000000002,33.762999999999998
8146119,170281712,01/28/2017,01/28/2017,10:00:00,01/28/2017,16:30:00,307,,,2002 LAKEWOOD WAY SW @LAKEWOOD THEATRE,0640,2305,,1,Day,Sat,18,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.39452,33.702260000000003
8146120,170281802,01/28/2017,01/28/2017,16:35:00,01/28/2017,16:47:00,111,,,3675 MARTIN L KING JR DR NW,0430,1315,,1,Eve,Sat,,AGG ASSAULT,Adamsville,H,-84.508139999999997,33.763159999999999
8146121,170282236,01/28/2017,01/28/2017,16:00:00,01/28/2017,18:45:00,502,,,500 10TH ST NE @BELTLINE BUSINESS,0640,2305,,1,Eve,Sat,18,LARCENY-FROM VEHICLE,,E,-84.369219999999999,33.782229999999998
8146122,170282247,01/28/2017,01/28/2017,14:00:00,01/28/2017,18:30:00,401,,,850 OAK ST SW @WEST END MALL,0630,2303,,1,Eve,Sat,24,LARCENY-NON VEHICLE,West End,T,-84.416799999999995,33.740569999999998
8146123,170282305,01/28/2017,01/28/2017,18:00:00,01/28/2017,19:15:00,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,0630,2303,10,1,Eve,Sat,,LARCENY-NON VEHICLE,Edgewood,O,-84.348129999999998,33.756050000000002
8146124,170282358,01/28/2017,01/28/2017,19:15:00,01/28/2017,19:35:00,103,,,548 MELDRUM ST NW,0420,1315K,10,3,Eve,Sat,20,AGG ASSAULT,English Avenue,L,-84.405339999999995,33.769060000000003
8146125,170282391,01/28/2017,01/28/2017,19:47:00,01/28/2017,19:47:00,303,,,775 FORMWALT ST SW,0521,2204,,1,Eve,Sat,20,BURGLARY-RESIDENCE,Mechanicsville,V,-84.396039999999999,33.733719999999998
8146126,170282502,01/28/2017,01/28/2017,02:00:00,01/28/2017,20:00:00,206,,,3177 PEACHTREE RD NE,0640,2305,,1,Unk,Sat,18,LARCENY-FROM VEHICLE,Buckhead Village,B,-84.375510000000006,33.841000000000001
8146127,170282530,01/28/2017,01/28/2017,20:40:00,01/28/2017,20:50:00,505,,,122 4TH ST NE,0311,1212,,1,Eve,Sat,18,ROBBERY-PEDESTRIAN,Midtown,E,-84.382840000000002,33.774889999999999
8146128,170282547,01/28/2017,01/28/2017,20:45:00,01/28/2017,21:00:00,102,,35,516 MAGNOLIA ST NW,0311,1204,,1,Eve,Sat,20,ROBBERY-PEDESTRIAN,Vine City,L,-84.404489999999996,33.757939999999998
8146129,170282615,01/28/2017,01/28/2017,19:20:00,01/28/2017,19:29:00,107,,6,399 HOLLY ST NW,0420,1315K,10,1,Eve,Sat,20,AGG ASSAULT,Grove Park,J,-84.437560000000005,33.765659999999997
8146130,170282702,01/28/2017,01/28/2017,10:33:00,01/28/2017,11:33:00,501,,,232 19TH ST NW,0710,2404,,1,Day,Sat,18,AUTO THEFT,Atlantic Station,E,-84.395439999999994,33.793259999999997
8146131,170282710,01/28/2017,01/28/2017,22:17:00,01/28/2017,23:30:00,311,,,532 CLEVELAND AVE SW,0311,1212,30,1,Eve,Sat,26,ROBBERY-PEDESTRIAN,Hammond Park,X,-84.406390000000002,33.680669999999999
8146132,170282721,01/28/2017,01/28/2017,21:52:00,01/28/2017,22:52:00,406,,,BROWNLEE RD SW,0710,2404,40,2,Eve,Sat,18,AUTO THEFT,,I,-84.497410000000002,33.747160000000001
8146133,170282747,01/28/2017,01/28/2017,22:20:00,01/28/2017,22:30:00,411,,,3160 GREENBRIAR PKWY SW,0710,2404,,1,Eve,Sat,23,AUTO THEFT,Greenbriar,R,-84.496849999999995,33.685929999999999
8146071,170280191,01/28/2017,01/28/2017,01:16:00,01/28/2017,01:16:00,306,,,1959 METROPOLITAN PKWY SW,0640,2305,,1,Morn,Sat,99,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.410179999999997,33.700800000000001
8146072,170280264,01/28/2017,01/27/2017,22:00:00,01/28/2017,00:30:00,207,,,1943 PEACHTREE RD NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Brookwood Hills,E,-84.393550000000005,33.807989999999997
8146073,170280269,01/28/2017,01/27/2017,22:00:00,01/28/2017,01:30:00,503,,,27 10TH ST NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Midtown,E,-84.380470000000003,33.781779999999998
8146074,170280346,01/28/2017,01/27/2017,23:30:00,01/28/2017,02:18:00,601,,,712 MAIDEN LN NE,0640,2305,,1,Morn,Sat,13,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.36327,33.77467
8146075,170280351,01/28/2017,01/28/2017,02:15:00,01/28/2017,02:17:00,211,,,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,0710,2404,,1,Morn,Sat,23,AUTO THEFT,Lindbergh/Morosgo,B,-84.362179999999995,33.825449999999996
8146076,170280414,01/28/2017,01/28/2017,01:00:00,01/28/2017,02:30:00,103,,2311,370 NORTHSIDE DR,0210,1103,10,1,Morn,Sat,,RAPE,English Avenue,L,-84.404200000000003,33.765070000000001
8146077,170280427,01/28/2017,01/28/2017,02:40:00,01/28/2017,03:07:00,311,,,2685 METROPOLITAN PARKWAY SW,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Perkerson,X,-84.409019999999998,33.682740000000003
8146078,170280492,01/28/2017,01/28/2017,02:00:00,01/28/2017,03:00:00,208,,,3459 BUCKHEAD LOOP NE,0522,2205,,2,Morn,Sat,99,BURGLARY-NONRES,North Buckhead,B,-84.363129999999998,33.851190000000003
8146079,170280547,01/28/2017,01/28/2017,03:40:00,01/28/2017,04:15:00,507,,,490 WHITEHALL ST SW,0311,1204,,1,Morn,Sat,23,ROBBERY-PEDESTRIAN,Castleberry Hill,M,-84.403409999999994,33.743479999999998
8146080,170280563,01/28/2017,01/28/2017,03:20:00,01/28/2017,04:20:00,508,,,140 ANDREW YOUNG INTERNA BLVD NW,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Downtown,M,-84.392520000000005,33.759639999999997
8146081,170280598,01/28/2017,01/28/2017,04:25:00,01/28/2017,04:56:00,311,,,2907 3RD AVE SW,0710,2404,,1,Morn,Sat,20,AUTO THEFT,Hammond Park,X,-84.405619999999999,33.676259999999999
8146082,170280773,01/28/2017,01/28/2017,07:28:00,01/28/2017,07:28:00,204,,,2118 DEFOORS FERRY RD NW,0640,2305,,1,Day,Sat,23,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.426320000000004,33.813479999999998
8146083,170280810,01/28/2017,01/28/2017,07:00:00,01/28/2017,07:10:00,203,,,2025 BOLTON RD NW,0640,2305,,1,Day,Sat,,LARCENY-FROM VEHICLE,Riverside,D,-84.475369999999998,33.810690000000001
8146084,170280818,01/28/2017,01/28/2017,02:30:00,01/28/2017,07:30:00,607,,,1123 GLENWOOD AVE SE,0710,2404,,1,Morn,Sat,20,AUTO THEFT,Ormewood Park,W,-84.350459999999998,33.740200000000002
8146085,170280842,01/28/2017,01/28/2017,08:00:00,01/28/2017,09:00:00,303,,,556 NORTHSIDE DR SW,0640,2305,,1,Day,Sat,23,LARCENY-FROM VEHICLE,Pittsburgh,V,-84.408060000000006,33.740430000000003
8146086,170280845,01/28/2017,01/28/2017,00:45:00,01/28/2017,08:10:00,205,,,1950 HOWELL MILL RD NW,0512,2203,,1,Morn,Sat,5,BURGLARY-NONRES,Wildwood (NPU-C),C,-84.413560000000004,33.80838
8146087,170280903,01/28/2017,01/28/2017,08:53:00,01/28/2017,08:53:00,307,,,208 ADAIR AVE SE,0511,2202,,1,Day,Sat,20,BURGLARY-RESIDENCE,Lakewood Heights,Y,-84.381240000000005,33.706400000000002
8146088,170280908,01/28/2017,01/27/2017,23:00:00,01/28/2017,02:00:00,504,,6307,375 LUCKIE ST NW,0650,2304,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Downtown,M,-84.396019999999993,33.764850000000003
8146089,170280938,01/28/2017,01/27/2017,21:00:00,01/28/2017,09:00:00,305,,,330 MCDONOUGH BLVD SE,0650,2304,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,Chosewood Park,Y,-84.37715,33.716410000000003
8146090,170280971,01/28/2017,01/27/2017,21:00:00,01/28/2017,08:00:00,210,,610,960 E PACES FERRY RD NE,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Buckhead Heights,B,-84.356179999999995,33.846910000000001
8143749,163611568,01/28/2017,01/28/2017,16:00:00,01/28/2017,16:30:00,412,,,4490 DANFORTH RD SW,0640,2305,,1,Eve,Sat,20,LARCENY-FROM VEHICLE,Midwest Cascade,Q,-84.535780000000003,33.725070000000002
8164911,170272298011,01/28/2017,01/28/2017,17:59:00,01/27/2017,17:59:00,104,,,1575 MARTIN L KING JR DR NW,0110,0912,,,Morn,Sat,,HOMICIDE,Mozley Park,K,-84.439220000000006,33.752800000000001
8144402,170040934,01/28/2017,01/03/2017,20:00:00,01/03/2017,23:00:00,310,,1304,585 MCWILLIAMS RD SE,0640,2305,,1,Eve,Tue,26,LARCENY-FROM VEHICLE,Browns Mill Park,Z,-84.369240000000005,33.688699999999997
8145996,170270158,01/27/2017,01/27/2017,00:05:00,01/27/2017,00:55:00,310,,23H,2612 STEELE AVE SW,0430,1315,20,1,Morn,Fri,,AGG ASSAULT,Browns Mill Park,Z,-84.396199999999993,33.681660000000001
8145997,170270505,01/27/2017,01/27/2017,03:20:00,01/27/2017,03:41:00,210,,,LENOX RD NE / BUFORD HIGHWAY CONN NE,0690,2399,,1,Morn,Fri,13,LARCENY-NON VEHICLE,Pine Hills,B,-84.353219999999993,33.825069999999997
8145998,170270788,01/27/2017,01/27/2017,06:35:00,01/27/2017,06:42:00,603,,,356 BOULEVARD NE,0341,1206,,2,Morn,Fri,7,ROBBERY-PEDESTRIAN,Old Fourth Ward,M,-84.372060000000005,33.764209999999999
8145999,170270804,01/27/2017,01/26/2017,21:45:00,01/27/2017,06:50:00,605,,,563 MEMORIAL DR SE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Grant Park,W,-84.369110000000006,33.746400000000001
8146000,170270808,01/27/2017,01/26/2017,11:50:00,01/26/2017,13:40:00,507,,,333 NELSON ST SW,0640,2305,,1,Day,Thu,,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.398020000000002,33.752319999999997
8146001,170270810,01/27/2017,01/26/2017,21:00:00,01/27/2017,07:00:00,209,,D1,3660 PEACHTREE RD NE,0710,2404,,1,Morn,Fri,18,AUTO THEFT,Brookhaven,B,-84.355919999999998,33.854219999999998
8146002,170270820,01/27/2017,01/27/2017,07:05:00,01/27/2017,07:20:00,211,,,740 MOROSGO DR NE,0710,2404,,1,Day,Fri,13,AUTO THEFT,Lindbergh/Morosgo,B,-84.363100000000003,33.823129999999999
8146003,170270844,01/27/2017,01/26/2017,21:00:00,01/27/2017,05:30:00,211,,,37 EAST DR NE,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Peachtree Hills,B,-84.382930000000002,33.82103
8146004,170270930,01/27/2017,01/26/2017,22:30:00,01/27/2017,07:00:00,207,,3107,147 26TH ST NW,0640,2305,,2,Morn,Fri,18,LARCENY-FROM VEHICLE,Brookwood,E,-84.397729999999996,33.802509999999998
8146005,170270964,01/27/2017,01/27/2017,03:30:00,01/27/2017,10:00:00,602,,,644 N HIGHLAND AVE NE @HIGHLAND INN,0640,2305,,1,Morn,Fri,99,LARCENY-FROM VEHICLE,Poncey-Highland,N,-84.352900000000005,33.771830000000001
8146006,170271034,01/27/2017,01/27/2017,03:30:00,01/27/2017,04:00:00,107,,,646 EMILY PL NW,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Grove Park,J,-84.452500000000001,33.772550000000003
8146007,170271139,01/27/2017,01/27/2017,09:00:00,01/27/2017,09:46:00,104,,,1586 ELIXIR AVE SW,0341,1206,,1,Day,Fri,20,ROBBERY-PEDESTRIAN,Mozley Park,K,-84.439449999999994,33.748579999999997
8146008,170271170,01/27/2017,01/27/2017,09:40:00,01/27/2017,09:55:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0640,2305,,1,Day,Fri,,LARCENY-FROM VEHICLE,Greenbriar,R,-84.497730000000004,33.686770000000003
8146009,170271191,01/27/2017,01/27/2017,10:08:00,01/27/2017,11:08:00,310,,,258 PRESTON LA SW,0511,2202,30,1,Day,Fri,20,BURGLARY-RESIDENCE,Browns Mill Park,Z,-84.395750000000007,33.686369999999997
8146010,170271195,01/27/2017,01/27/2017,09:30:00,01/27/2017,10:00:00,308,,,940 S RIVER INDUSTRIAL BLVD SE,0640,2305,,4,Day,Fri,29,LARCENY-FROM VEHICLE,Rebel Valley Forest,Z,-84.359750000000005,33.683700000000002
8146011,170271215,01/27/2017,01/26/2017,23:35:00,01/26/2017,23:45:00,508,,,119 LUCKIE ST NW,0512,2203,,1,Morn,Thu,99,BURGLARY-NONRES,Downtown,M,-84.390180000000001,33.758249999999997
8146012,170271222,01/27/2017,01/26/2017,14:00:00,01/27/2017,06:00:00,401,,,1050 RALPH D ABERNATHY BLVD SW,0670,2308,20,1,Unk,Thu,5,LARCENY-NON VEHICLE,West End,T,-84.422169999999994,33.73771
8146013,170271235,01/27/2017,01/27/2017,10:00:00,01/27/2017,10:10:00,402,,,590 CASCADE AVE SW @KROGER - CASCADE,0410,1314,10,1,Day,Fri,18,AGG ASSAULT,West End,T,-84.432760000000002,33.738120000000002
8146014,170271240,01/27/2017,01/27/2017,10:10:00,01/27/2017,10:50:00,309,,E7,501 CONNELL AVE SW,0315,1207,,3,Day,Fri,20,ROBBERY-RESIDENCE,Perkerson,X,-84.406239999999997,33.683480000000003
8146015,170271263,01/27/2017,01/25/2017,15:00:00,01/25/2017,15:10:00,603,,174,675 PONCE DE LEON AVE NE,0630,2303,,1,Eve,Wed,,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.365129999999994,33.773229999999998
8146016,170271356,01/27/2017,01/27/2017,10:00:00,01/27/2017,10:30:00,608,,,901 OAKDALE RD NE,0640,2305,,1,Day,Fri,13,LARCENY-FROM VEHICLE,Druid Hills,N,-84.336659999999995,33.778799999999997
8146017,170271364,01/27/2017,01/27/2017,11:00:00,01/27/2017,11:00:00,410,,,1935 ALISON CT SW @FRANCISCAN CLUB APT,0430,1315,20,1,Day,Fri,13,AGG ASSAULT,Fort Valley,R,-84.450729999999993,33.700150000000001
8146018,170271408,01/27/2017,01/26/2017,16:00:00,01/27/2017,08:15:00,607,,,1183 EDIE AVE SE,0690,2399,,1,Unk,Fri,20,LARCENY-NON VEHICLE,Boulevard Heights,W,-84.364609999999999,33.722659999999998
8146019,170271410,01/27/2017,01/27/2017,10:55:00,01/27/2017,11:40:00,102,,,835 MARTIN L KING JR DR NW,0630,2303,10,1,Day,Fri,8,LARCENY-NON VEHICLE,Vine City,L,-84.414569999999998,33.755040000000001
8146020,170271543,01/27/2017,01/25/2017,16:30:00,01/27/2017,07:45:00,611,,,2639 KNOX ST NE,0690,2399,,1,Unk,Unk,13,LARCENY-NON VEHICLE,East Lake,O,-84.300529999999995,33.752380000000002
8146021,170271589,01/27/2017,01/27/2017,13:06:00,01/27/2017,13:30:00,602,,,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,0630,2303,10,1,Day,Fri,,LARCENY-NON VEHICLE,Poncey-Highland,N,-84.354669999999999,33.773400000000002
8146022,170271614,01/27/2017,01/27/2017,12:00:00,01/27/2017,12:45:00,203,,,2194 MARIETTA BLVD NW,0670,2308,,1,Day,Fri,99,LARCENY-NON VEHICLE,Bolton,D,-84.442800000000005,33.814729999999997
8146023,170271622,01/27/2017,01/26/2017,18:00:00,01/27/2017,10:30:00,202,,,4265 CONWAY VALLEY RD NW,0521,2204,,1,Unk,Fri,20,BURGLARY-RESIDENCE,Mt. Paran/Northside,A,-84.42313,33.868659999999998
8146024,170271633,01/27/2017,01/27/2017,13:28:00,01/27/2017,13:28:00,103,,,847 FOX ST NW,0511,2202,20,1,Day,Fri,20,BURGLARY-RESIDENCE,English Avenue,L,-84.415090000000006,33.772269999999999
